﻿#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS_PEU_CHL;$ORDER$太平洋战争;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS_BOL_CHL;$ORDER$太平洋战争;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS_CHL_PBC;$ORDER$邦联战争;;;;;;;;;;;;x
NORMAL_WAR_NAME_REPARATIONS_CHL_PBC;$ORDER$邦联战争;;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_CHL_PBC;$ORDER$邦联战争;;;;;;;;;;;;x
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_CHL_PBC;$ORDER$邦联战争;;;;;;;;;;;;x
NORMAL_WAR_NAME_REPARATIONS;$ORDER$$FIRST$-$SECOND$之战;;;;;;;;;;;;x
AGRESSION_WAR_NAME_REPARATIONS;$ORDER$$FIRST$侵略战争;;;;;;;;;;;;x
colonial_conquest;殖民地征服;;;;;;;;;;;;x
colonial_conquest_desc;获取我们有宣称的敌方殖民地，但这将为我们带来0.5～2点的随机恶名。;;;;;;;;;;;;x
colonial_conquest_short;获得$STATE$;;;;;;;;;;;;x
colonial_conquest_setup;从$RECIPIENT$获得$STATE$;;;;;;;;;;;;x
war_reparations;战争赔款;;;;;;;;;;;;x
war_reparations_desc;向$RECIPIENT$索要战争赔款;;;;;;;;;;;;x
war_reparations_short;要求战争赔款;;;;;;;;;;;;x
war_reparations_setup;向$RECIPIENT$索要战争赔款;;;;;;;;;;;;x
install_democracy_make_puppet;扶持民主傀儡政府;;;;;;;;;;;;x
install_democracy_make_puppet_desc;在该国首都扶持民主傀儡政府;;;;;;;;;;;;x
install_democracy_make_puppet_short;在$RECIPIENT$扶植民主傀儡政府;;;;;;;;;;;;x
install_democracy_make_puppet_setup;在$RECIPIENT$扶植民主傀儡政府;;;;;;;;;;;;x
install_communism_make_puppet;扶持共产主义傀儡政府;;;;;;;;;;;;x
install_communism_make_puppet_desc;在该国首都扶持共产主义傀儡政府;;;;;;;;;;;;x
install_communism_make_puppet_short;在$RECIPIENT$扶植共产主义傀儡政府;;;;;;;;;;;;x
install_communism_make_puppet_setup;在$RECIPIENT$扶植共产主义傀儡政府;;;;;;;;;;;;x
install_fascism_make_puppet;扶持法西斯傀儡政府;;;;;;;;;;;;x
install_fascism_make_puppet_desc;在该国首都扶持法西斯傀儡政府;;;;;;;;;;;;x
install_fascism_make_puppet_short;在$RECIPIENT$扶植法西斯傀儡政府;;;;;;;;;;;;x
install_fascism_make_puppet_setup;在$RECIPIENT$扶植法西斯傀儡政府;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_FRA_EGY;$ORDER$法国干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_NET_EGY;$ORDER$荷兰干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_SPA_EGY;$ORDER$西班牙干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_AUS_EGY;$ORDER$奥地利干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_RUS_EGY;$ORDER$俄国干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_PRU_EGY;$ORDER$普鲁士干涉埃及战争;;;;;;;;;;;;x
NORMAL_WAR_LIBERATE_NAME_ENG_EGY;$ORDER$英国干涉埃及战争;;;;;;;;;;;;x
AGRESSION_WAR_NAME_TUR_ITA;$ORDER$意土战争;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_QNG_PGG;$ORDER$云南回乱;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_QNG_UYG;$ORDER$陕甘回乱;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_ANY_NAME_QNG_XBI;$ORDER$陕甘回乱;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$卡塔尔-巴林战争;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_ANY_NAME_BHR_QAT;$ORDER$卡塔尔-巴林战争;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_CIR;$ORDER$罗西亚-切尔卡西亚战争;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_CIR;$ORDER$罗西亚-切尔卡西亚战争;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_ANY_NAME_RUS_DAG;$ORDER$穆尔战争;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_ANY_NAME_RUS_DAG;$ORDER$穆尔战争;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_ANY_NAME_ENG_PNJ;$ORDER$英锡战争;;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_ANY_NAME_ENG_PNJ;$ORDER$英锡战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_ARC_ENT;$ORDER$拉普拉塔战争;;;;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_ARC_ENT;$ORDER$拉普拉塔战争;;;;;;;;;;;;x
NO_ALLOWED_STATES;（没有可以割让的地区）;;;;;;;;;;;;x
po_reduce_prestige;威望减少-$VALUE$;;;;;;;;;;;;x
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;x
AGRESSION_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;x
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME_ENG_QNG;$ORDER$鸦片战争;;;;;;;;;;;;x
treaty_port_casus_belli;开放通商口岸;;;;;;;;;;;;x
treaty_port_casus_belli_desc;强制该国签订不平等条约，割让通商口岸。(需要有可用通商口岸);;;;;;;;;;;;x
treaty_port_casus_belli_short;签订不平等条约;;;;;;;;;;;;x
treaty_port_casus_belli_setup;强制该国签订不平等条约，割让通商口岸。(需要有可用通商口岸);;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$多米尼加独立战争;;;;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$多米尼加独立战争;;;;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME;炮舰外交;;;;;;;;;;;;x
status_quo;维持现状;;;;;;;;;;;;x
AGRESSION_WAR_BOXER_NAME;义和团战争;;;;;;;;;;;;x
call_allies_cb;召唤盟友;;;;;;;;;;;;x
call_allies_cb_desc;召唤盟友进入战争;;;;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$ $FIRST$解放战争;;;;;;;;;;;;x
NORMAL_WAR_ALL_CORES_NAME;$ORDER$ $FIRST$解放战争;;;;;;;;;;;;x
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$ $FIRST$羞辱$SECOND$之战;;;;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME;$ORDER$ $FIRST$控制$SECOND_COUNTRY$战争;;;;;;;;;;;;x
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$ $FIRST$侵略战争;;;;;;;;;;;;x
NORMAL_WAR_DISMANTLE_NAME;$ORDER$ $FIRST$肢解$SECOND$帝国战争;;;;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$ $FIRST$侵略战争;;;;;;;;;;;;x
NORMAL_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$ $FIRST$-$SECOND$帝国重建战争;;;;;;;;;;;;x
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$ $FIRST$-$SECOND$帝国重建战争;;;;;;;;;;;;x
NORMAL_WAR_FREE_BALKANS_NAME;$ORDER$ $FIRST$-$SECOND$巴尔干战争;;;;;;;;;;;;x
AGRESSION_WAR_FREE_BALKANS_NAME;$ORDER$ $FIRST$-$SECOND$巴尔干战争;;;;;;;;;;;;x
NORMAL_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$反帝国主义战争;;;;;;;;;;;;x
AGRESSION_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$反帝国主义战争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$ 美国重建战争;;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$ 美国重建战争;;;;;;;;;;;;x
NORMAL_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$黎凡特战争;;;;;;;;;;;;x
AGRESSION_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$黎凡特战争;;;;;;;;;;;;x
NORMAL_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$英属印度战争;;;;;;;;;;;;x
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$英属印度战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_FSA;$ORDER$美国内战;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$美国内战;;;;;;;;;;;;x
NORMAL_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$吉哈德圣战;;;;;;;;;;;;x
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$吉哈德圣战;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$拉普拉塔战争;;;;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$拉普拉塔战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_SAT;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_CHO;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_TOS;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_KAG;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_SEN;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_TKG_YZW;$ORDER$戊辰战争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;$ORDER$布尔战争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;$ORDER$布尔战争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;$ORDER$布尔战争;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_TUR_EGY;$ORDER$东方危机;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ENG_QNG;$ORDER$鸦片战争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;埃塞俄比亚王侯纷争;;;;;;;;;;;;x
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$克里米亚战争;;;;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$克里米亚战争;;;;;;;;;;;;x
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$$COUNTRY_ADJ$复国战争;;;;;;;;;;;;x
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$$COUNTRY_ADJ$复国战争;;;;;;;;;;;;x
NORMAL_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$殖民地再征服战争;;;;;;;;;;;;x
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$殖民地再征服战争;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_TUR_ROM;$ORDER$罗马尼亚独立战争;;;;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$罗马尼亚独立战争;;;;;;;;;;;;x
NORMAL_WAR_PUPPET_NAME_ENG_IRE;$ORDER$爱尔兰独立战争;;;;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$爱尔兰独立战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$阿拉伯主导权战争;;;;;;;;;;;;x
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$阿拉伯主导权战争;;;;;;;;;;;;x
NORMAL_WAR_NAME_ENG_USA;$ORDER$$FIRST$-$SECOND$战争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$FIRST$征服$STATE$战争;;;;;;;;;;;;x
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$FIRST$解放$STATE$;;;;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$美墨战争;;;;;;;;;;;;x
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$美墨战争;;;;;;;;;;;;x
